"ASV","Phylum","Class","Order","Family","Genus","Species","s.Foregut_captive","s.Foregut_wild","p.value","stat"
"76d5bbf6da7afa38016597a45b5c0d4a","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-005","s__uncultured_bacterium",1,NA,0.045,0.844
"b3308fa419499f55108ded4a94374a71","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__uncultured","g__uncultured","s__uncultured_proteobacterium",1,NA,0.005,0.831
"9e29041e1c12bd985a0edf06df477dc6","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__uncultured","g__uncultured","s__gut_metagenome",1,NA,0.005,0.855
"962db059d1dbb7c5640277e427c3dac3","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Parasutterella","s__uncultured_Burkholderiales",1,NA,0.005,0.866
"9ec33abccbefe667f5f755bf714c8953","p__Spirochaetota","c__Spirochaetia","o__Spirochaetales","f__Spirochaetaceae","g__Treponema","s__uncultured_bacterium",1,NA,0.015,0.852
"02ecd7df46d9bd8a6f9c59f300c72e61","p__Spirochaetota","c__Spirochaetia","o__Spirochaetales","f__Spirochaetaceae","g__Treponema",NA,1,NA,0.04,0.811
"e3d0748df7946b1140c6193f0746edbc","p__Verrucomicrobiota","c__Lentisphaeria","o__Victivallales","f__Victivallaceae","g__Victivallaceae",NA,1,NA,0.005,0.875
"3e7ba6c37b4bfa096632c9504db69822","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Akkermansiaceae","g__Akkermansia","s__uncultured_bacterium",1,NA,0.005,0.915
"6e7a7e7d599dddffecb76aea34f85355","p__Actinobacteriota","c__Coriobacteriia","o__Coriobacteriales","f__Eggerthellaceae","g__Gordonibacter","s__uncultured_bacterium",NA,1,0.005,0.816
"0cf5a133b77fab3acaeb72461b28d17f","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__uncultured_bacterium",NA,1,0.005,0.811
"08277e677d62800f16ce25c6bb1a21f0","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidales_RF16_group","g__Bacteroidales_RF16_group","s__uncultured_Porphyromonadaceae",NA,1,0.005,0.851
"89136fea274e3d2cf943c8d9ad4b924f","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__dgA-11_gut_group","s__uncultured_bacterium",NA,1,0.005,0.861
"5f700b527183a8c4c587c8c4760da20c","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__F082","g__F082","s__uncultured_bacterium",NA,1,0.005,0.876
"aedd3391c1e288587985c8cb4008a154","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Rikenellaceae_RC9_gut_group",NA,NA,1,0.005,0.898
"7bc336da97a265a061bf1ddb083f8676","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Odoribacter","s__uncultured_Bacteroidales",NA,1,0.005,0.91
"6d534a09162722f86cdc289491fa3cec","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides",NA,NA,1,0.005,0.92
"4c8e581aa417a4c87cedced71a574d9e","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Rikenellaceae_RC9_gut_group","s__uncultured_Bacteroidales",NA,1,0.005,0.933
"c51c2e3a75d545cc6ba6099725fa7c1c","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__uncultured_bacterium",NA,1,0.005,0.939
"299bb7875efdf9d77440e297576e7d0d","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotellaceae_UCG-004","s__uncultured_bacterium",NA,1,0.005,0.939
"1be99e545d159b8da84129d7b2db1d77","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__uncultured_Bacteroides",NA,1,0.005,0.957
"d970fa0b658fef565dced0bea52ab2b5","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__uncultured","g__uncultured","s__uncultured_Bacteroidales",NA,1,0.005,0.957
"b23eb6411e74dd68a4c15969145129a4","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotellaceae_UCG-004","s__uncultured_Bacteroidales",NA,1,0.005,0.957
"e14dbf2e92c4dfd5d1ab2ea3dec2658d","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes",NA,NA,1,0.005,0.959
"60a0fdbed3b9d8ba174c4e8dcf1d2a76","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Barnesiellaceae","g__uncultured","s__uncultured_Bacteroidales",NA,1,0.01,0.89
"e610263a6df1d25337ce72a5eeb443f1","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__uncultured","g__uncultured","s__uncultured_bacterium",NA,1,0.015,0.804
"7d9a7f29775c1b1f2eb5aa21b37a62ff","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__Muribaculaceae","s__uncultured_bacterium",NA,1,0.025,0.912
"02550274f1668f4f91d482a263b09d67","p__Cyanobacteria","c__Vampirivibrionia","o__Gastranaerophilales","f__Gastranaerophilales","g__Gastranaerophilales","s__uncultured_rumen",NA,1,0.005,0.809
"6662d8fbd0b4c8d648141aa091f61484","p__Cyanobacteria","c__Vampirivibrionia","o__Gastranaerophilales","f__Gastranaerophilales","g__Gastranaerophilales",NA,NA,1,0.005,0.852
"a1d55749870714268a86eae4ee9eb350","p__Cyanobacteria","c__Vampirivibrionia","o__Gastranaerophilales","f__Gastranaerophilales","g__Gastranaerophilales","s__uncultured_bacterium",NA,1,0.005,0.932
"9b74e8f6fdf77b26c385683c3abec0f8","p__Desulfobacterota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Mailhella","s__uncultured_bacterium",NA,1,0.005,0.892
"e5b90de6bcccdab0a8bfe772c4d83424","p__Desulfobacterota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__uncultured",NA,NA,1,0.015,0.829
"bfd0e35f2147dede8fb5068966d2209d","p__Firmicutes","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__Christensenellaceae_R-7_group","s__unidentified_rumen",NA,1,0.005,0.804
"b36a79bccb5f5f10133482ac917ae454","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae_FCS020_group","s__uncultured_bacterium",NA,1,0.005,0.81
"4381c126cd7a40c99627e5841201d0bc","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__uncultured","s__uncultured_Ruminococcaceae",NA,1,0.005,0.816
"0daa557d567d8add494db2a099e95578","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-005","s__metagenome",NA,1,0.005,0.821
"5b2fa44db0e1bd6b8d675e4056cdd37d","p__Firmicutes","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__uncultured",NA,NA,1,0.005,0.839
"352474d3cc8257636e084b9d08b4e5d0","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Defluviitaleaceae","g__Defluviitaleaceae_UCG-011","s__uncultured_bacterium",NA,1,0.005,0.843
"7efccdf082ad9d4f7a9fc05f6b302699","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Family_XIII_AD3011_group","s__uncultured_bacterium",NA,1,0.005,0.852
"69dda90126f049364d6aafabbc44fe41","p__Firmicutes","c__Clostridia","o__Clostridia","f__Hungateiclostridiaceae",NA,NA,NA,1,0.005,0.865
"1d494a7a7423cdefa2beb2e5d55079b6","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Peptostreptococcaceae","g__Clostridioides",NA,NA,1,0.005,0.866
"330fe805d5d7aa85621375d06899713d","p__Firmicutes","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__[Anaerorhabdus]_furcosa_group","s__uncultured_bacterium",NA,1,0.005,0.866
"090eaaffc264292fd41bcf1e599a2882","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Coprococcus","s__uncultured_Lachnospiraceae",NA,1,0.005,0.866
"9716dc784372cebacd6ffe160d0d5af5","p__Firmicutes","c__Bacilli","o__Erysipelotrichales","f__Erysipelatoclostridiaceae","g__uncultured","s__uncultured_Erysipelotrichaceae",NA,1,0.005,0.869
"36642646139e871ce2461f19ae965bbb","p__Firmicutes","c__Bacilli","o__Erysipelotrichales","f__Erysipelatoclostridiaceae","g__uncultured","s__uncultured_bacterium",NA,1,0.005,0.876
"c31e50885551a70bf7db7693b074f862","p__Firmicutes","c__Bacilli","o__Izemoplasmatales","f__Izemoplasmatales","g__Izemoplasmatales","s__uncultured_bacterium",NA,1,0.005,0.877
"d3b353985f4c6c2449ed4d18bb79e642","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Ruminococcus","s__uncultured_Ruminococcus",NA,1,0.005,0.88
"bec98c990a532d2f13786d99d97eab43","p__Firmicutes","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__Christensenellaceae_R-7_group","s__uncultured_Clostridiaceae",NA,1,0.005,0.885
"c62ba98055d898bb33587251b274f34d","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__NK4A214_group",NA,NA,1,0.005,0.887
"383b8027ff8ed6a08e57f9385bdccf48","p__Firmicutes","c__Clostridia","o__Clostridia_vadinBB60_group","f__Clostridia_vadinBB60_group","g__Clostridia_vadinBB60_group",NA,NA,1,0.005,0.888
"3ff3356c9a65043282697cea9398d19f","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae_NK3A20_group","s__uncultured_rumen",NA,1,0.005,0.89
"aa550a2a62de9e65e91df6ea3ad694dd","p__Firmicutes","c__Clostridia","o__Clostridia_vadinBB60_group","f__Clostridia_vadinBB60_group","g__Clostridia_vadinBB60_group","s__uncultured_rumen",NA,1,0.005,0.892
"b287981321956a4b7c9ee8a1feeb0e20","p__Firmicutes","c__Bacilli","o__Acholeplasmatales","f__Acholeplasmataceae","g__Anaeroplasma","s__uncultured_bacterium",NA,1,0.005,0.894
"d8734b2b721115b2ebab69900e532510","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__uncultured",NA,NA,1,0.005,0.899
"65aaf8a00f1b087f517be646319d880e","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-002","s__uncultured_bacterium",NA,1,0.005,0.903
"6a034e26583d11ee18ad102788be7d10","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__uncultured","s__uncultured_rumen",NA,1,0.005,0.903
"c3ad161334e69c38318d41808df62838","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__[Eubacterium]_coprostanoligenes_group","g__[Eubacterium]_coprostanoligenes_group","s__uncultured_bacterium",NA,1,0.005,0.906
"eca16f5d7a614cac3895480a0ef3a92a","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia",NA,NA,1,0.005,0.907
"958a518080466103d9a4804ac8c68284","p__Firmicutes","c__Clostridia","o__Monoglobales","f__Monoglobaceae","g__Monoglobus","s__uncultured_bacterium",NA,1,0.005,0.909
"5571293a6bca99f01527251e76c33fd8","p__Firmicutes","c__Bacilli","o__Erysipelotrichales","f__Erysipelatoclostridiaceae","g__UCG-004","s__uncultured_bacterium",NA,1,0.005,0.911
"27738df26e4f18f22c1ea529ad62dba5","p__Firmicutes","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Dielma","s__uncultured_bacterium",NA,1,0.005,0.913
"d01186f2ef92b9cff55eb3643ef9b972","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Dorea","s__uncultured_Lachnospiraceae",NA,1,0.005,0.913
"73fdd05c2c1fb8ca862d81781de378c2","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__UCG-010","g__UCG-010","s__unidentified",NA,1,0.005,0.919
"ff21d4b504a433f91b1bd9af629ab022","p__Firmicutes","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__[Eubacterium]_nodatum_group","s__uncultured_bacterium",NA,1,0.005,0.923
